ID,Job_Title,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Lower_Salary,Upper_Salary,Avg_SalaryK,job_title_sim,seniority_by_title,Degree,Skills,Average Salary ,Age
764,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,Spark,68.5,57
764,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,Excel,68.5,57
764,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,PyTorch,68.5,57
764,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,Scikit,68.5,57
764,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,TensorFlow,68.5,57
767,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH","New York, NY",10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,data scientist,sr,Not specified,Excel,110.5,48
767,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH","New York, NY",10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,data scientist,sr,Not specified,SQL,110.5,48
767,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH","New York, NY",10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,data scientist,sr,Not specified,PyTorch,110.5,48
767,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH","New York, NY",10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,data scientist,sr,Not specified,TensorFlow,110.5,48
768,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500,,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,data engineer,sr,Not specified,Python,115.5,
768,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500,,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,data engineer,sr,Not specified,Excel,115.5,
768,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500,,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,data engineer,sr,Not specified,SQL,115.5,
768,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500,,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,data engineer,sr,Not specified,Tableau,115.5,
769,Associate Research Scientist I (Protein Expression and Production),3,Exelixis,"Alameda, CA","Alameda, CA",501 - 1000,1994,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,59,116,87.5,other scientist,Not Specified,Master's,Excel,87.5,32
770,Senior Data Scientist Artificial Intelligence,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),60,101,80.5,data scientist,sr,Master's,PyTorch,80.5,61
770,Senior Data Scientist Artificial Intelligence,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),60,101,80.5,data scientist,sr,Master's,TensorFlow,80.5,61
774,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Private,Lending,Finance,$100 to $500 million (USD),31,55,43,analyst,Not Specified,Not specified,Excel,43,34
774,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Private,Lending,Finance,$100 to $500 million (USD),31,55,43,analyst,Not Specified,Not specified,SQL,43,34
774,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Private,Lending,Finance,$100 to $500 million (USD),31,55,43,analyst,Not Specified,Not specified,Tableau,43,34
777,"Associate Director/Director, Safety Scientist",4.4,Acceleron Pharma,"Cambridge, MA","Cambridge, MA",201 - 500,2003,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,102,178,140,director,Not Specified,PhD,Excel,140,23
778,"Director, Precision Medicine Clinical Biomarker Scientist",4,Pfizer,"Cambridge, MA","New York, NY",10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),136,208,172,director,Not Specified,PhD,AWS,172,177
780,Data Analyst Senior,3,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,analyst,sr,Master's,Excel,66.5,43
780,Data Analyst Senior,3,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,analyst,sr,Master's,SQL,66.5,43
780,Data Analyst Senior,3,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,analyst,sr,Master's,SAS,66.5,43
780,Data Analyst Senior,3,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,analyst,sr,Master's,Tableau,66.5,43
781,Senior Formulations Scientist II,3,Exelixis,"Alameda, CA","Alameda, CA",501 - 1000,1994,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,71,129,100,other scientist,sr,PhD,Excel,100,32
782,Lead Data Engineer (Python),4.7,Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 - 200,2006,Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),66,123,94.5,data engineer,sr,Not specified,Python,94.5,20
782,Lead Data Engineer (Python),4.7,Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 - 200,2006,Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),66,123,94.5,data engineer,sr,Not specified,AWS,94.5,20
783,Data Science Manager,4.2,Grand Rounds,"San Francisco, CA","San Francisco, CA",501 - 1000,2011,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,171,272,221.5,data scientist,Not Specified,Not specified,Python,221.5,15
783,Data Science Manager,4.2,Grand Rounds,"San Francisco, CA","San Francisco, CA",501 - 1000,2011,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,171,272,221.5,data scientist,Not Specified,Not specified,Excel,221.5,15
783,Data Science Manager,4.2,Grand Rounds,"San Francisco, CA","San Francisco, CA",501 - 1000,2011,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,171,272,221.5,data scientist,Not Specified,Not specified,SQL,221.5,15
784,Senior Data Scientist 4 Artificial Intelligence,3.8,PNNL,"Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),92,146,119,data scientist,sr,Master's,PyTorch,119,61
784,Senior Data Scientist 4 Artificial Intelligence,3.8,PNNL,"Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),92,146,119,data scientist,sr,Master's,TensorFlow,119,61
785,Data Engineer,3.5,"SPINS, LLC","Chicago, IL","Chicago, IL",201 - 500,1995,Private,Consulting,Business Services,$50 to $100 million (USD),65,126,95.5,data engineer,Not Specified,Master's,Python,95.5,31
785,Data Engineer,3.5,"SPINS, LLC","Chicago, IL","Chicago, IL",201 - 500,1995,Private,Consulting,Business Services,$50 to $100 million (USD),65,126,95.5,data engineer,Not Specified,Master's,SQL,95.5,31
786,"Director II, Data Science - GRS Predictive Analytics",3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+,1912,Private,Insurance Carriers,Insurance,$10+ billion (USD),150,239,194.5,data scientist,Not Specified,PhD,Python,194.5,114
786,"Director II, Data Science - GRS Predictive Analytics",3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+,1912,Private,Insurance Carriers,Insurance,$10+ billion (USD),150,239,194.5,data scientist,Not Specified,PhD,SAS,194.5,114
788,"Senior Operations Data Analyst, Call Center Operations",2.7,FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),20,35,27.5,analyst,sr,Not specified,Excel,27.5,26
788,"Senior Operations Data Analyst, Call Center Operations",2.7,FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),20,35,27.5,analyst,sr,Not specified,Tableau,27.5,26
789,Senior Quantitative Analyst,3.3,DTCC,"Jersey City, NJ","New York, NY",1001 - 5000,1973,Private,Brokerage Services,Finance,$1 to $2 billion (USD),118,228,173,analyst,sr,Not specified,Python,173,53
789,Senior Quantitative Analyst,3.3,DTCC,"Jersey City, NJ","New York, NY",1001 - 5000,1973,Private,Brokerage Services,Finance,$1 to $2 billion (USD),118,228,173,analyst,sr,Not specified,Excel,173,53
789,Senior Quantitative Analyst,3.3,DTCC,"Jersey City, NJ","New York, NY",1001 - 5000,1973,Private,Brokerage Services,Finance,$1 to $2 billion (USD),118,228,173,analyst,sr,Not specified,SQL,173,53
790,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,Python,105.5,
790,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,AWS,105.5,
790,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,Keras,105.5,
790,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,PyTorch,105.5,
790,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,Scikit,105.5,
790,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,TensorFlow,105.5,
791,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,other scientist,sr,Not specified,Python,71.5,79
791,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,other scientist,sr,Not specified,AWS,71.5,79
791,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,other scientist,sr,Not specified,Excel,71.5,79
791,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,other scientist,sr,Not specified,SQL,71.5,79
792,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),47,101,74,other scientist,sr,Master's,Excel,74,151
795,Systems Engineer II - Data Analyst,3.7,Raytheon,"Huntsville, AL","Waltham, MA",10000+,1922,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),49,76,62.5,analyst,Not Specified,Not specified,Excel,62.5,104
798,Data Scientist,3.8,DICK'S Sporting Goods - Corporate,"Coraopolis, PA","Coraopolis, PA",10000+,1948,Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),61,109,85,data scientist,Not Specified,Master's,Python,85,78
798,Data Scientist,3.8,DICK'S Sporting Goods - Corporate,"Coraopolis, PA","Coraopolis, PA",10000+,1948,Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),61,109,85,data scientist,Not Specified,Master's,SQL,85,78
798,Data Scientist,3.8,DICK'S Sporting Goods - Corporate,"Coraopolis, PA","Coraopolis, PA",10000+,1948,Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),61,109,85,data scientist,Not Specified,Master's,PyTorch,85,78
798,Data Scientist,3.8,DICK'S Sporting Goods - Corporate,"Coraopolis, PA","Coraopolis, PA",10000+,1948,Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),61,109,85,data scientist,Not Specified,Master's,TensorFlow,85,78
800,Principal Data Scientist,3.9,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+,1913,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),113,182,147.5,data scientist,sr,PhD,Python,147.5,113
800,Principal Data Scientist,3.9,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+,1913,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),113,182,147.5,data scientist,sr,PhD,Excel,147.5,113
803,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,Python,161.5,37
803,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,AWS,161.5,37
803,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,Excel,161.5,37
803,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,SQL,161.5,37
803,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,Tableau,161.5,37
803,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,Power BI,161.5,37
804,Data Engineer,3.7,Carilion Clinic,"Roanoke, VA","Roanoke, VA",10000+,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),58,104,81,data engineer,Not Specified,Master's,Excel,81,127
805,Sr Data Analyst - IT,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),52,93,72.5,analyst,sr,Not specified,Excel,72.5,23
805,Sr Data Analyst - IT,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),52,93,72.5,analyst,sr,Not specified,SQL,72.5,23
805,Sr Data Analyst - IT,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),52,93,72.5,analyst,sr,Not specified,Tableau,72.5,23
807,Senior Data Engineer,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 - 200,2008,Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),97,181,139,data engineer,sr,Not specified,Python,139,18
807,Senior Data Engineer,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 - 200,2008,Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),97,181,139,data engineer,sr,Not specified,AWS,139,18
807,Senior Data Engineer,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 - 200,2008,Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),97,181,139,data engineer,sr,Not specified,Excel,139,18
808,Senior Data Engineer,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 - 500,2007,Private,Internet,Information Technology,$10 to $25 million (USD),100,173,136.5,data engineer,sr,Not specified,SQL,136.5,19
809,Sr. Data Analyst,3.2,DoubleVerify,"New York, NY","New York, NY",201 - 500,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,58,108,83,analyst,sr,Not specified,Python,83,18
809,Sr. Data Analyst,3.2,DoubleVerify,"New York, NY","New York, NY",201 - 500,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,58,108,83,analyst,sr,Not specified,Spark,83,18
809,Sr. Data Analyst,3.2,DoubleVerify,"New York, NY","New York, NY",201 - 500,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,58,108,83,analyst,sr,Not specified,Excel,83,18
809,Sr. Data Analyst,3.2,DoubleVerify,"New York, NY","New York, NY",201 - 500,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,58,108,83,analyst,sr,Not specified,SQL,83,18
810,Research Scientist or Senior Research Scientist - Computer Vision,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),81,161,121,other scientist,sr,PhD,AWS,121,35
810,Research Scientist or Senior Research Scientist - Computer Vision,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),81,161,121,other scientist,sr,PhD,Excel,121,35
810,Research Scientist or Senior Research Scientist - Computer Vision,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),81,161,121,other scientist,sr,PhD,PyTorch,121,35
810,Research Scientist or Senior Research Scientist - Computer Vision,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),81,161,121,other scientist,sr,PhD,TensorFlow,121,35
811,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,Fareportal,"New York, NY","New York, NY",1001 - 5000,2002,Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),53,96,74.5,data scientist,Not Specified,Not specified,Python,74.5,24
811,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,Fareportal,"New York, NY","New York, NY",1001 - 5000,2002,Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),53,96,74.5,data scientist,Not Specified,Not specified,Spark,74.5,24
812,Data Analyst Chemist - Quality System Contractor,2.2,"Rodan and Fields, LLC","San Francisco, CA","San Francisco, CA",501 - 1000,2002,Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,61,110,85.5,analyst,Not Specified,Not specified,Excel,85.5,24
813,Senior Scientist - Biostatistician,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),65,96,80.5,other scientist,sr,Master's,Excel,80.5,151
817,"Research Scientist, Machine Learning Department",2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,71,144,107.5,machine learning engineer,Not Specified,PhD,Python,107.5,42
817,"Research Scientist, Machine Learning Department",2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,71,144,107.5,machine learning engineer,Not Specified,PhD,SQL,107.5,42
817,"Research Scientist, Machine Learning Department",2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,71,144,107.5,machine learning engineer,Not Specified,PhD,Scikit,107.5,42
818,Foundational Community Supports Data Analyst,3.4,DESC,"Seattle, WA","Seattle, WA",501 - 1000,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),32,57,44.5,analyst,Not Specified,Not specified,AWS,44.5,47
818,Foundational Community Supports Data Analyst,3.4,DESC,"Seattle, WA","Seattle, WA",501 - 1000,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),32,57,44.5,analyst,Not Specified,Not specified,Excel,44.5,47
818,Foundational Community Supports Data Analyst,3.4,DESC,"Seattle, WA","Seattle, WA",501 - 1000,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),32,57,44.5,analyst,Not Specified,Not specified,SQL,44.5,47
819,"Senior Health Data Analyst, Star Ratings",3.3,Johns Hopkins Health Care,"Glen Burnie, MD","Baltimore, MD",1001 - 5000,1889,Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),79,136,107.5,analyst,sr,Master's,SQL,107.5,137
821,Sr. Data Analyst,3.7,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 - 500,1994,Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),50,89,69.5,analyst,sr,Not specified,Excel,69.5,32
821,Sr. Data Analyst,3.7,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 - 500,1994,Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),50,89,69.5,analyst,sr,Not specified,SQL,69.5,32
821,Sr. Data Analyst,3.7,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 - 500,1994,Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),50,89,69.5,analyst,sr,Not specified,Tableau,69.5,32
821,Sr. Data Analyst,3.7,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 - 500,1994,Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),50,89,69.5,analyst,sr,Not specified,Power BI,69.5,32
822,"Senior Engineer, Data Management Engineering",3.5,Western Digital,"Milpitas, CA","San Jose, CA",10000+,1970,Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),68,129,98.5,na,sr,Not specified,Python,98.5,56
822,"Senior Engineer, Data Management Engineering",3.5,Western Digital,"Milpitas, CA","San Jose, CA",10000+,1970,Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),68,129,98.5,na,sr,Not specified,Spark,98.5,56
822,"Senior Engineer, Data Management Engineering",3.5,Western Digital,"Milpitas, CA","San Jose, CA",10000+,1970,Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),68,129,98.5,na,sr,Not specified,AWS,98.5,56
822,"Senior Engineer, Data Management Engineering",3.5,Western Digital,"Milpitas, CA","San Jose, CA",10000+,1970,Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),68,129,98.5,na,sr,Not specified,SQL,98.5,56
822,"Senior Engineer, Data Management Engineering",3.5,Western Digital,"Milpitas, CA","San Jose, CA",10000+,1970,Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),68,129,98.5,na,sr,Not specified,Hadoop,98.5,56
823,Quality Control Scientist III- Analytical Development,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 - 500,1961,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),48,113,80.5,other scientist,Not Specified,Not specified,Excel,80.5,65
824,"Clinical Scientist, Clinical Development",3.8,FORMA THERAPEUTICS,"Watertown, MA","Watertown, MA",51 - 200,2008,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),56,97,76.5,other scientist,Not Specified,Not specified,Excel,76.5,18
825,Software Engineer Staff Scientist: Human Language Technologies,3.7,Raytheon,"Cambridge, MD","Waltham, MA",10000+,1922,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),74,124,99,other scientist,Not Specified,Not specified,Python,99,104
825,Software Engineer Staff Scientist: Human Language Technologies,3.7,Raytheon,"Cambridge, MD","Waltham, MA",10000+,1922,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),74,124,99,other scientist,Not Specified,Not specified,SQL,99,104
826,"Manager, Safety Scientist, Medical Safety & Risk Management",3.8,Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 - 1000,2008,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),68,125,96.5,Data scientist project manager,Not Specified,Not specified,Excel,96.5,18
828,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,Bridg,"Los Angeles, CA","Los Angeles, CA",1-50,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,71,135,103,data engineer,sr,Not specified,Spark,103,15
828,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,Bridg,"Los Angeles, CA","Los Angeles, CA",1-50,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,71,135,103,data engineer,sr,Not specified,AWS,103,15
828,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,Bridg,"Los Angeles, CA","Los Angeles, CA",1-50,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,71,135,103,data engineer,sr,Not specified,Hadoop,103,15
828,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,Bridg,"Los Angeles, CA","Los Angeles, CA",1-50,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,71,135,103,data engineer,sr,Not specified,Flink,103,15
